お母さん,,,-1000,名詞,一般,*,*,*,*,お母さん,オカアサン,オカーサン
お兄さん,,,-1000,名詞,一般,*,*,*,*,お兄さん,オニイサン,オニーサン
お姉さん,,,-1000,名詞,一般,*,*,*,*,お姉さん,オネエサン,オネーサン
父さん,,,-1000,名詞,一般,*,*,*,*,父さん,トウサン,トーサン
母さん,,,-1000,名詞,一般,*,*,*,*,母さん,カアサン,カーサン
兄さん,,,-1000,名詞,一般,*,*,*,*,兄さん,ニイサン,ニーサン
姉さん,,,-1000,名詞,一般,*,*,*,*,姉さん,ネエサン,ネーサン
何処,,,-1000,名詞,代名詞,一般,*,*,*,何処,ドコ,ドコ
何時,,,-1000,名詞,代名詞,一般,*,*,*,何時,イツ,イツ
何方,,,-1000,名詞,代名詞,一般,*,*,*,何方,ドナタ,ドナタ
何故,,,-1000,副詞,助詞類接続,*,*,*,*,何故,ナゼ,ナゼ
何卒,,,-1000,副詞,助詞類接続,*,*,*,*,何卒,ナニトゾ,ナニトゾ
些細,,,-1000,名詞,形容動詞語幹,*,*,*,*,些細,ササイ,ササイ
折角,,,-1000,副詞,一般,*,*,*,*,折角,セッカク,セッカク
暫く,,,-1000,副詞,助詞類接続,*,*,*,*,暫く,シバラク,シバラク
漸く,,,-1000,副詞,一般,*,*,*,*,漸く,ヨウヤク,ヨーヤク
偶々,,,-1000,副詞,一般,*,*,*,*,偶々,タマタマ,タマタマ
偶に,,,-1000,副詞,助詞類接続,*,*,*,*,偶に,タマニ,タマニ
兎に角,,,-1000,副詞,一般,*,*,*,*,兎に角,トニカク,トニカク
凡そ,,,-1000,副詞,一般,*,*,*,*,凡そ,オヨソ,オヨソ
予め,,,-1000,副詞,一般,*,*,*,*,予め,アラカジメ,アラカジメ
即ち,,,-1000,接続詞,*,*,*,*,*,即ち,スナワチ,スナワチ
然し,,,-1000,接続詞,*,*,*,*,*,然し,シカシ,シカシ
但し,,,-1000,接続詞,*,*,*,*,*,但し,タダシ,タダシ
若し,,,-1000,副詞,一般,*,*,*,*,若し,モシ,モシ
未だ,,,-1000,副詞,助詞類接続,*,*,*,*,未だ,マダ,マダ
真っ赤,,,-1000,名詞,形容動詞語幹,*,*,*,*,真っ赤,マッカ,マッカ
真っ青,,,-1000,名詞,形容動詞語幹,*,*,*,*,真っ青,マッサオ,マッサオ
真っ白,,,-1000,名詞,形容動詞語幹,*,*,*,*,真っ白,マッシロ,マッシロ
真っ黒,,,-1000,名詞,形容動詞語幹,*,*,*,*,真っ黒,マックロ,マックロ
真っ直ぐ,,,-1000,名詞,形容動詞語幹,*,*,*,*,真っ直ぐ,マッスグ,マッスグ
真っ最中,,,-1000,名詞,一般,*,*,*,*,真っ最中,マッサイチュウ,マッサイチュー
一杯,,,-1000,名詞,副詞可能,*,*,*,*,一杯,イッパイ,イッパイ
一所懸命,,,-1000,名詞,形容動詞語幹,*,*,*,*,一所懸命,イッショケンメイ,イッショケンメイ
一生懸命,,,-1000,名詞,形容動詞語幹,*,*,*,*,一生懸命,イッショウケンメイ,イッショーケンメイ
出来事,,,-1000,名詞,一般,*,*,*,*,出来事,デキゴト,デキゴト
出来上がる,,,-1000,動詞,自立,*,*,五段・ラ行,基本形,出来上がる,デキアガル,デキアガル
仕舞う,,,-1000,動詞,自立,*,*,五段・ワ行促音便,基本形,仕舞う,シマウ,シマウ
仕草,,,-1000,名詞,一般,*,*,*,*,仕草,シグサ,シグサ
土産,,,-1000,名詞,一般,*,*,*,*,土産,ミヤゲ,ミヤゲ
お土産,,,-1000,名詞,一般,*,*,*,*,お土産,オミヤゲ,オミヤゲ
眼鏡,,,-1000,名詞,一般,*,*,*,*,眼鏡,メガネ,メガネ
果物,,,-1000,名詞,一般,*,*,*,*,果物,クダモノ,クダモノ
時計,,,-1000,名詞,一般,*,*,*,*,時計,トケイ,トケー
今朝,,,-1000,名詞,副詞可能,*,*,*,*,今朝,ケサ,ケサ
今晩,,,-1000,名詞,副詞可能,*,*,*,*,今晩,コンバン,コンバン
今夜,,,-1000,名詞,副詞可能,*,*,*,*,今夜,コンヤ,コンヤ
今年,,,-1000,名詞,副詞可能,*,*,*,*,今年,コトシ,コトシ
今月,,,-1000,名詞,副詞可能,*,*,*,*,今月,コンゲツ,コンゲツ
今週,,,-1000,名詞,副詞可能,*,*,*,*,今週,コンシュウ,コンシュー
午前,,,-1000,名詞,副詞可能,*,*,*,*,午前,ゴゼン,ゴゼン
午後,,,-1000,名詞,副詞可能,*,*,*,*,午後,ゴゴ,ゴゴ
昼間,,,-1000,名詞,副詞可能,*,*,*,*,昼間,ヒルマ,ヒルマ
夜中,,,-1000,名詞,副詞可能,*,*,*,*,夜中,ヨナカ,ヨナカ
真夜中,,,-1000,名詞,副詞可能,*,*,*,*,真夜中,マヨナカ,マヨナカ
真昼,,,-1000,名詞,副詞可能,*,*,*,*,真昼,マヒル,マヒル
夕方,,,-1000,名詞,副詞可能,*,*,*,*,夕方,ユウガタ,ユーガタ
朝方,,,-1000,名詞,副詞可能,*,*,*,*,朝方,アサガタ,アサガタ
迷子,,,-1000,名詞,一般,*,*,*,*,迷子,マイゴ,マイゴ
息子,,,-1000,名詞,一般,*,*,*,*,息子,ムスコ,ムスコ
息子さん,,,-1000,名詞,一般,*,*,*,*,息子さん,ムスコサン,ムスコサン
娘さん,,,-1000,名詞,一般,*,*,*,*,娘さん,ムスメサン,ムスメサン
お嬢さん,,,-1000,名詞,一般,*,*,*,*,お嬢さん,オジョウサン,オジョーサン
御嬢さん,,,-1000,名詞,一般,*,*,*,*,御嬢さん,オジョウサン,オジョーサン
従兄,,,-1000,名詞,一般,*,*,*,*,従兄,イトコ,イトコ
従弟,,,-1000,名詞,一般,*,*,*,*,従弟,イトコ,イトコ
従姉,,,-1000,名詞,一般,*,*,*,*,従姉,イトコ,イトコ
従妹,,,-1000,名詞,一般,*,*,*,*,従妹,イトコ,イトコ
従兄弟,,,-1000,名詞,一般,*,*,*,*,従兄弟,イトコ,イトコ
従姉妹,,,-1000,名詞,一般,*,*,*,*,従姉妹,イトコ,イトコ
小父さん,,,-1000,名詞,一般,*,*,*,*,小父さん,オジサン,オジサン
小母さん,,,-1000,名詞,一般,*,*,*,*,小母さん,オバサン,オバサン
お祖父さん,,,-1000,名詞,一般,*,*,*,*,お祖父さん,オジイサン,オジーサン
お祖母さん,,,-1000,名詞,一般,*,*,*,*,お祖母さん,オバアサン,オバーサン
祖父,,,-1000,名詞,一般,*,*,*,*,祖父,ソフ,ソフ
祖母,,,-1000,名詞,一般,*,*,*,*,祖母,ソボ,ソボ
お祖父様,,,-1000,名詞,一般,*,*,*,*,お祖父様,オジイサマ,オジーサマ
眼差し,,,-1000,名詞,一般,*,*,*,*,眼差し,マナザシ,マナザシ
仲良し,,,-1000,名詞,一般,*,*,*,*,仲良し,ナカヨシ,ナカヨシ
お辞儀,,,-1000,名詞,サ変接続,*,*,*,*,お辞儀,オジギ,オジギ
辞儀,,,-1000,名詞,サ変接続,*,*,*,*,辞儀,ジギ,ジギ
気配,,,-1000,名詞,一般,*,*,*,*,気配,ケハイ,ケハイ
浴衣,,,-1000,名詞,一般,*,*,*,*,浴衣,ユカタ,ユカタ
土産話,,,-1000,名詞,一般,*,*,*,*,土産話,ミヤゲバナシ,ミヤゲバナシ
御土産話,,,-1000,名詞,一般,*,*,*,*,御土産話,オミヤゲバナシ,オミヤゲバナシ
御伽噺,,,-1000,名詞,一般,*,*,*,*,御伽噺,オトギバナシ,オトギバナシ
御伽話,,,-1000,名詞,一般,*,*,*,*,御伽話,オトギバナシ,オトギバナシ
お伽噺,,,-1000,名詞,一般,*,*,*,*,お伽噺,オトギバナシ,オトギバナシ
お伽話,,,-1000,名詞,一般,*,*,*,*,お伽話,オトギバナシ,オトギバナシ
河童,,,-1000,名詞,一般,*,*,*,*,河童,カッパ,カッパ
寿司,,,-1000,名詞,一般,*,*,*,*,寿司,スシ,スシ
お寿司,,,-1000,名詞,一般,*,*,*,*,お寿司,オスシ,オスシ
天婦羅,,,-1000,名詞,一般,*,*,*,*,天婦羅,テンプラ,テンプラ
天麩羅,,,-1000,名詞,一般,*,*,*,*,天麩羅,テンプラ,テンプラ
刺身,,,-1000,名詞,一般,*,*,*,*,刺身,サシミ,サシミ
お刺身,,,-1000,名詞,一般,*,*,*,*,お刺身,オサシミ,オサシミ
鮨,,,-1000,名詞,一般,*,*,*,*,鮨,スシ,スシ
心地,,,-1000,名詞,一般,*,*,*,*,心地,ココチ,ココチ
気持ち,,,-1000,名詞,一般,*,*,*,*,気持ち,キモチ,キモチ
気持,,,-1000,名詞,一般,*,*,*,*,気持,キモチ,キモチ
心臓,,,-1000,名詞,一般,*,*,*,*,心臓,シンゾウ,シンゾー
